ID	Term	Type	Preferred_form
ECK120001196	creA	GENE	creA
ECK120001197	creB	GENE	creB
ECK120000721	creC	GENE	creC
ECK120000141	creD	GENE	creD
ECK120001080	crl	GENE	crl
ECK120000160	crp	GENE	crp
ECK125122004	crpT	GENE	crpT
ECK120000161	crr	GENE	crr
ECK120004017	csdA	GENE	csdA
ECK120004018	csdE	GENE	csdE
ECK120004019	csdL	GENE	csdL
ECK120001445	csgA	GENE	csgA
ECK120003143	csgB	GENE	csgB
ECK120003144	csgC	GENE	csgC
ECK120003142	csgD	GENE	csgD
ECK120003141	csgE	GENE	csgE
ECK120003140	csgF	GENE	csgF
ECK120003139	csgG	GENE	csgG
ECK120003961	csiD	GENE	csiD
ECK120003901	csiE	GENE	csiE
ECK120002251	csiR	GENE	csiR
ECK120000162	cspA	GENE	cspA
ECK120002091	cspB	GENE	cspB
ECK120002092	cspC	GENE	cspC
ECK120001097	cspD	GENE	cspD
ECK120002072	cspE	GENE	cspE
ECK120002093	cspF	GENE	cspF
ECK120003111	cspG	GENE	cspG
ECK120003110	cspH	GENE	cspH
ECK120003414	cspI	GENE	cspI
ECK120001410	csrA	GENE	csrA
ECK120002573	csrB	GENE	csrB
ECK120002586	csrC	GENE	csrC
ECK120000016	csrD	GENE	csrD
ECK120000163	cstA	GENE	cstA
ECK120002194	cueO	GENE	cueO
ECK120002871	cueR	GENE	cueR
ECK120003349	curA	GENE	curA
ECK120002235	cusA	GENE	cusA
ECK120002930	cusB	GENE	cusB
ECK120002928	cusC	GENE	cusC
ECK120002929	cusF	GENE	cusF
ECK120002927	cusR	GENE	cusR
ECK120002926	cusS	GENE	cusS
ECK120002070	cutA	GENE	cutA
ECK120003611	cutC	GENE	cutC
ECK120000165	cvpA	GENE	cvpA
ECK120003215	cvrA	GENE	cvrA
ECK120000166	cyaA	GENE	cyaA
ECK120002589	cyaR	GENE	cyaR
ECK120001597	cyaY	GENE	cyaY
ECK120000167	cybB	GENE	cybB
ECK120002567	cybC	GENE	cybC
ECK120002311	cycA	GENE	cycA
ECK120000168	cydA	GENE	cydA
ECK120000169	cydB	GENE	cydB
ECK120000010	cydC	GENE	cydC
ECK120001371	cydD	GENE	cydD
ECK120001385	cynR	GENE	cynR
ECK120000170	cynS	GENE	cynS
ECK120000171	cynT	GENE	cynT
ECK120000172	cynX	GENE	cynX
ECK120000173	cyoA	GENE	cyoA
ECK120000174	cyoB	GENE	cyoB
ECK120000175	cyoC	GENE	cyoC
ECK120000176	cyoD	GENE	cyoD
ECK120000177	cyoE	GENE	cyoE
ECK120000178	cysA	GENE	cysA
ECK120000179	cysB	GENE	cysB
ECK120000180	cysC	GENE	cysC
ECK120000181	cysD	GENE	cysD
ECK120000182	cysE	GENE	cysE
ECK120000183	cysG	GENE	cysG
ECK120000184	cysH	GENE	cysH
ECK120000185	cysI	GENE	cysI
ECK120000186	cysJ	GENE	cysJ
ECK120000187	cysK	GENE	cysK
ECK120000188	cysM	GENE	cysM
ECK120000189	cysN	GENE	cysN
ECK120000190	cysP	GENE	cysP
ECK120000039	cysQ	GENE	cysQ
ECK120000191	cysS	GENE	cysS
ECK120004450	cysT	GENE	cysT
ECK120000192	cysU	GENE	cysU
ECK120000193	cysW	GENE	cysW
ECK120000003	cysZ	GENE	cysZ
ECK120000194	cytR	GENE	cytR
ECK120000195	dacA	GENE	dacA
ECK120000196	dacB	GENE	dacB
ECK120000197	dacC	GENE	dacC
ECK120001823	dacD	GENE	dacD
ECK120001373	dadA	GENE	dadA
ECK120001374	dadX	GENE	dadX
ECK120000198	dam	GENE	dam
ECK120001165	damX	GENE	damX
ECK120000199	dapA	GENE	dapA
ECK120000200	dapB	GENE	dapB
ECK120000201	dapD	GENE	dapD
ECK120000202	dapE	GENE	dapE
ECK120000203	dapF	GENE	dapF
ECK120000204	dbpA	GENE	dbpA
ECK120001383	dcd	GENE	dcd
ECK120000205	dcm	GENE	dcm
ECK120000206	dcp	GENE	dcp
ECK120004304	dcrB	GENE	dcrB
ECK120002437	dctA	GENE	dctA
ECK120001819	dctR	GENE	dctR
ECK120001203	dcuA	GENE	dcuA
ECK120000005	dcuB	GENE	dcuB
ECK120002954	dcuC	GENE	dcuC
ECK120004226	dcuD	GENE	dcuD
ECK120004323	dcuR	GENE	dcuR
ECK120004324	dcuS	GENE	dcuS
ECK120003624	dcyD	GENE	dcyD
ECK120000207	ddlA	GENE	ddlA
ECK120000208	ddlB	GENE	ddlB
ECK120003370	ddpA	GENE	ddpA
ECK120003369	ddpB	GENE	ddpB
ECK120003368	ddpC	GENE	ddpC
ECK120003367	ddpD	GENE	ddpD
ECK120003366	ddpF	GENE	ddpF
ECK120003371	ddpX	GENE	ddpX
ECK120000209	deaD	GENE	deaD
ECK120000210	dedA	GENE	dedA
ECK120000212	dedD	GENE	dedD
ECK120001404	def	GENE	def
ECK120000456	degP	GENE	degP
ECK120004229	degQ	GENE	degQ
ECK120001596	degS	GENE	degS
ECK120000213	deoA	GENE	deoA
ECK120000214	deoB	GENE	deoB
ECK120000215	deoC	GENE	deoC
ECK120000216	deoD	GENE	deoD
ECK120000217	deoR	GENE	deoR
ECK120003891	der	GENE	der
ECK120000004	dfp	GENE	dfp
ECK120002677	dgd	GENE	dgd
ECK120000218	dgkA	GENE	dgkA
ECK120002438	dgoA	GENE	dgoA
ECK120004465	dgoD	GENE	dgoD
ECK120002439	dgoK	GENE	dgoK
ECK120004308	dgoR	GENE	dgoR
ECK120002440	dgoT	GENE	dgoT
ECK120000219	dgt	GENE	dgt
ECK120003222	dhaK	GENE	dhaK
ECK120003221	dhaL	GENE	dhaL
ECK120002261	dhaM	GENE	dhaM
ECK120003223	dhaR	GENE	dhaR
ECK120002384	diaA	GENE	diaA
ECK120000220	dicA	GENE	dicA
ECK120000221	dicB	GENE	dicB
ECK120000222	dicC	GENE	dicC
ECK120002557	dicF	GENE	dicF
ECK120002735	dinB	GENE	dinB
ECK120001174	dinD	GENE	dinD
ECK120001447	dinF	GENE	dinF
ECK120001326	dinG	GENE	dinG
ECK120003154	dinI	GENE	dinI
ECK120002730	dinJ	GENE	dinJ
ECK120002670	dinQ	GENE	dinQ
ECK120002071	dipZ	GENE	dipZ
ECK120001522	djlA	GENE	djlA
ECK120002960	djlB	GENE	djlB
ECK120002963	djlC	GENE	djlC
ECK120004124	dkgA	GENE	dkgA
ECK120001592	dkgB	GENE	dkgB
ECK120000224	dksA	GENE	dksA
ECK120000225	dld	GENE	dld
ECK120003573	dmlA	GENE	dmlA
ECK120003572	dmlR	GENE	dmlR
ECK120000226	dmsA	GENE	dmsA
ECK120000227	dmsB	GENE	dmsB
ECK120000228	dmsC	GENE	dmsC
ECK120003438	dmsD	GENE	dmsD
ECK120000229	dnaA	GENE	dnaA
ECK120000230	dnaB	GENE	dnaB
ECK120000231	dnaC	GENE	dnaC
ECK120000232	dnaE	GENE	dnaE
ECK120000233	dnaG	GENE	dnaG
ECK120000234	dnaJ	GENE	dnaJ
ECK120000235	dnaK	GENE	dnaK
ECK120000236	dnaN	GENE	dnaN
ECK120000237	dnaQ	GENE	dnaQ
ECK120000238	dnaT	GENE	dnaT
ECK120000239	dnaX	GENE	dnaX
ECK120003373	dosC	GENE	dosC
ECK120003372	dosP	GENE	dosP
ECK120002953	dpiA	GENE	dpiA
ECK120002952	dpiB	GENE	dpiB
ECK120000242	dppA	GENE	dppA
ECK120002337	dppB	GENE	dppB
ECK120002338	dppC	GENE	dppC
ECK120002339	dppD	GENE	dppD
ECK120002340	dppF	GENE	dppF
ECK120001381	dps	GENE	dps
ECK120001270	dsbA	GENE	dsbA
ECK120001360	dsbB	GENE	dsbB
ECK120001059	dsbC	GENE	dsbC
ECK120002940	dsbG	GENE	dsbG
ECK120000243	dsdA	GENE	dsdA
ECK120002429	dsdC	GENE	dsdC
ECK120000244	dsdX	GENE	dsdX
ECK120003633	dsrA	GENE	dsrA
ECK120003631	dsrB	GENE	dsrB
ECK120001783	dtd	GENE	dtd
ECK120002116	dtpB	GENE	dtpB
ECK120002978	dtpD	GENE	dtpD
ECK120001860	dusA	GENE	dusA
ECK120001282	dusB	GENE	dusB
ECK120001939	dusC	GENE	dusC
ECK120000245	dut	GENE	dut
ECK120002371	dxr	GENE	dxr
ECK120002848	dxs	GENE	dxs
ECK120002057	eaeH	GENE	eaeH
ECK120001585	eamA	GENE	eamA
ECK120002298	eamB	GENE	eamB
ECK120000246	ebgA	GENE	ebgA
ECK120000247	ebgC	GENE	ebgC
ECK120000248	ebgR	GENE	ebgR
ECK120002571	ecnA	GENE	ecnA
ECK120002651	ecnB	GENE	ecnB
ECK120000249	eco	GENE	eco
ECK120002784	ecpA	GENE	ecpA
ECK120002783	ecpB	GENE	ecpB
ECK120002782	ecpC	GENE	ecpC
ECK120002781	ecpD	GENE	ecpD
ECK120002780	ecpE	GENE	ecpE
ECK120002785	ecpR	GENE	ecpR
ECK120000250	eda	GENE	eda
ECK120000251	edd	GENE	edd
ECK120001674	efeB	GENE	efeB
ECK120003125	efeO	GENE	efeO
ECK120003124	efeU_1	GENE	efeU_1
ECK120016545	efeU_2	GENE	efeU_2
ECK120002004	efp	GENE	efp
ECK120003750	elaA	GENE	elaA
ECK120003749	elaB	GENE	elaB
ECK120003752	elaD	GENE	elaD
ECK120001350	elbB	GENE	elbB
ECK120003080	elfA	GENE	elfA
ECK120003082	elfC	GENE	elfC
ECK120003081	elfD	GENE	elfD
ECK120003083	elfG	GENE	elfG
ECK120001323	emrA	GENE	emrA
ECK120001403	emrB	GENE	emrB
ECK120001636	emrD	GENE	emrD
ECK120000622	emrE	GENE	emrE
ECK120003808	emrK	GENE	emrK
ECK120002436	emrY	GENE	emrY
ECK120003217	emtA	GENE	emtA
ECK120001307	endA	GENE	endA
ECK120000252	eno	GENE	eno
ECK120000253	entA	GENE	entA
ECK120000254	entB	GENE	entB
ECK120000255	entC	GENE	entC
ECK120000256	entD	GENE	entD
ECK120000257	entE	GENE	entE
ECK120000258	entF	GENE	entF
ECK120001093	entH	GENE	entH
ECK120001092	entS	GENE	entS
ECK120002178	envC	GENE	envC
ECK120001680	envR	GENE	envR
ECK120000262	envY	GENE	envY
ECK120000263	envZ	GENE	envZ
ECK120000361	epd	GENE	epd
ECK120001191	epmA	GENE	epmA
ECK120004332	epmB	GENE	epmB
ECK120003776	epmC	GENE	epmC
ECK120001561	eptA	GENE	eptA
ECK120002148	eptB	GENE	eptB
ECK120000264	era	GENE	era
ECK120003659	erfK	GENE	erfK
ECK120002207	erpA	GENE	erpA
ECK125145757	esrE	GENE	esrE
ECK120002917	essD	GENE	essD
ECK120003418	essQ	GENE	essQ
ECK120001758	etk	GENE	etk
ECK120003103	etp	GENE	etp
ECK120003855	eutA	GENE	eutA
ECK120002565	eutB	GENE	eutB
ECK120002566	eutC	GENE	eutC
ECK120003862	eutD	GENE	eutD
ECK120003859	eutE	GENE	eutE
ECK120003857	eutG	GENE	eutG
ECK120003856	eutH	GENE	eutH
ECK120003858	eutJ	GENE	eutJ
ECK120003844	eutK	GENE	eutK
ECK120003845	eutL	GENE	eutL
ECK120003861	eutM	GENE	eutM
ECK120003860	eutN	GENE	eutN
ECK120003865	eutP	GENE	eutP
ECK120003864	eutQ	GENE	eutQ
ECK120002079	eutR	GENE	eutR
ECK120003866	eutS	GENE	eutS
ECK120003863	eutT	GENE	eutT
ECK120001557	evgA	GENE	evgA
ECK120001558	evgS	GENE	evgS
ECK120000265	exbB	GENE	exbB
ECK120000266	exbD	GENE	exbD
ECK120003603	exoX	GENE	exoX
ECK120002377	exuR	GENE	exuR
ECK120002376	exuT	GENE	exuT
ECK125135291	eyeA	GENE	eyeA
ECK120000267	fabA	GENE	fabA
ECK120000268	fabB	GENE	fabB
ECK120001288	fabD	GENE	fabD
ECK120002329	fabF	GENE	fabF
ECK120001289	fabG	GENE	fabG
ECK120000271	fabH	GENE	fabH
ECK120001482	fabI	GENE	fabI
ECK120001361	fabR	GENE	fabR
ECK120001257	fabZ	GENE	fabZ
ECK120000272	fadA	GENE	fadA
ECK120000273	fadB	GENE	fadB
ECK120001484	fadD	GENE	fadD
ECK120002725	fadE	GENE	fadE
ECK120002681	fadH	GENE	fadH
ECK120003788	fadI	GENE	fadI
ECK120003787	fadJ	GENE	fadJ
ECK120002225	fadK	GENE	fadK
ECK120000274	fadL	GENE	fadL
ECK120002855	fadM	GENE	fadM
ECK120000275	fadR	GENE	fadR
ECK120001141	fau	GENE	fau
ECK120000276	fbaA	GENE	fbaA
ECK120003712	fbaB	GENE	fbaB
ECK120000277	fbp	GENE	fbp
ECK120001722	fcl	GENE	fcl
ECK120001790	fdhD	GENE	fdhD
ECK120000278	fdhE	GENE	fdhE
ECK120000279	fdhF	GENE	fdhF
ECK120001205	fdnG	GENE	fdnG
ECK120001206	fdnH	GENE	fdnH
ECK120001207	fdnI	GENE	fdnI
ECK120001789	fdoG	GENE	fdoG
ECK120001788	fdoH	GENE	fdoH
ECK120001787	fdoI	GENE	fdoI
ECK120002895	fdrA	GENE	fdrA
ECK120001299	fdx	GENE	fdx
ECK120004448	feaB	GENE	feaB
ECK120003301	feaR	GENE	feaR
ECK120000280	fecA	GENE	fecA
ECK120000281	fecB	GENE	fecB
ECK120000282	fecC	GENE	fecC
ECK120000283	fecD	GENE	fecD
ECK120000284	fecE	GENE	fecE
ECK120000285	fecI	GENE	fecI
ECK120000286	fecR	GENE	fecR
ECK120002006	feoA	GENE	feoA
ECK120002007	feoB	GENE	feoB
ECK120002425	feoC	GENE	feoC
ECK120000287	fepA	GENE	fepA
ECK120000288	fepB	GENE	fepB
ECK120000289	fepC	GENE	fepC
ECK120000290	fepD	GENE	fepD
ECK120000291	fepE	GENE	fepE
ECK120000292	fepG	GENE	fepG
ECK120000293	fes	GENE	fes
ECK120000294	ffh	GENE	ffh
ECK120002469	ffs	GENE	ffs
ECK120000295	fhlA	GENE	fhlA
ECK120000296	fhuA	GENE	fhuA
ECK120000297	fhuB	GENE	fhuB
ECK120000298	fhuC	GENE	fhuC
ECK120000299	fhuD	GENE	fhuD
ECK120000300	fhuE	GENE	fhuE
ECK120004442	fhuF	GENE	fhuF
ECK120000301	fic	GENE	fic
ECK120001803	fieF	GENE	fieF
ECK120000302	fimA	GENE	fimA
ECK125121997	fimA3'	GENE	fimA3'
ECK120000303	fimB	GENE	fimB
ECK120000304	fimC	GENE	fimC
ECK120000305	fimD	GENE	fimD
ECK120000306	fimE	GENE	fimE
ECK120000307	fimF	GENE	fimF
ECK120000308	fimG	GENE	fimG
ECK120000309	fimH	GENE	fimH
ECK120001899	fimI	GENE	fimI
ECK120001091	fimZ	GENE	fimZ
ECK120000311	fis	GENE	fis
ECK120003014	fiu	GENE	fiu
ECK120001515	fixA	GENE	fixA
ECK120001516	fixB	GENE	fixB
ECK120001517	fixC	GENE	fixC
ECK120001518	fixX	GENE	fixX
ECK120004360	fklB	GENE	fklB
ECK120004261	fkpA	GENE	fkpA
ECK120001068	fkpB	GENE	fkpB
ECK120000312	fldA	GENE	fldA
ECK120002360	fldB	GENE	fldB
ECK120002678	flgA	GENE	flgA
ECK120002679	flgB	GENE	flgB
ECK120002680	flgC	GENE	flgC
ECK120002682	flgD	GENE	flgD
ECK120002683	flgE	GENE	flgE
ECK120002684	flgF	GENE	flgF
ECK120002685	flgG	GENE	flgG
ECK120002686	flgH	GENE	flgH
ECK120002687	flgI	GENE	flgI
ECK120002688	flgJ	GENE	flgJ
ECK120001893	flgK	GENE	flgK
ECK120001499	flgL	GENE	flgL
ECK120002689	flgM	GENE	flgM
ECK120003158	flgN	GENE	flgN
ECK120002690	flhA	GENE	flhA
ECK120003615	flhB	GENE	flhB
ECK120000313	flhC	GENE	flhC
ECK120000314	flhD	GENE	flhD
ECK120003614	flhE	GENE	flhE
ECK120001324	fliA	GENE	fliA
ECK120000315	fliC	GENE	fliC
ECK120000832	fliD	GENE	fliD
ECK120001317	fliE	GENE	fliE
ECK120001318	fliF	GENE	fliF
ECK120001598	fliG	GENE	fliG
ECK120001599	fliH	GENE	fliH
ECK120002692	fliI	GENE	fliI
ECK120002693	fliJ	GENE	fliJ
ECK120002694	fliK	GENE	fliK
ECK120000316	fliL	GENE	fliL
ECK120000317	fliM	GENE	fliM
ECK120000318	fliN	GENE	fliN
ECK120001202	fliO	GENE	fliO
ECK120001900	fliP	GENE	fliP
ECK120001901	fliQ	GENE	fliQ
ECK120001902	fliR	GENE	fliR
ECK120001355	fliS	GENE	fliS
ECK120001356	fliT	GENE	fliT
ECK120003625	fliY	GENE	fliY
ECK120001325	fliZ	GENE	fliZ
ECK120000223	flk	GENE	flk
ECK120003666	flu	GENE	flu
ECK120003422	flxA	GENE	flxA
ECK120001242	fmt	GENE	fmt
ECK120000319	fnr	GENE	fnr
ECK125095415	fnrS	GENE	fnrS
ECK120001233	focA	GENE	focA
ECK120003881	focB	GENE	focB
ECK120000320	folA	GENE	folA
ECK120001616	folB	GENE	folB
ECK120000321	folC	GENE	folC
ECK120000322	folD	GENE	folD
ECK120001343	folE	GENE	folE
ECK120001342	folK	GENE	folK
ECK120003451	folM	GENE	folM
ECK120002570	folP	GENE	folP
ECK120003770	folX	GENE	folX
ECK120000621	fpr	GENE	fpr
ECK120003812	frc	GENE	frc
ECK120000324	frdA	GENE	frdA
ECK120000325	frdB	GENE	frdB
ECK120000326	frdC	GENE	frdC
ECK120000327	frdD	GENE	frdD
ECK120000328	fre	GENE	fre
ECK120002424	frlA	GENE	frlA
ECK120004267	frlB	GENE	frlB
ECK120004268	frlC	GENE	frlC
ECK120004269	frlD	GENE	frlD
ECK120004270	frlR	GENE	frlR
ECK120002569	frmA	GENE	frmA
ECK120002822	frmB	GENE	frmB
ECK120002823	frmR	GENE	frmR
ECK120000329	frr	GENE	frr
ECK120001079	frsA	GENE	frsA
ECK120000330	fruA	GENE	fruA
ECK120004449	fruB	GENE	fruB
ECK120000331	fruK	GENE	fruK
ECK120001247	fruL	GENE	fruL
ECK120001795	frvA	GENE	frvA
ECK120001794	frvB	GENE	frvB
ECK120001792	frvR	GENE	frvR
ECK120001793	frvX	GENE	frvX
ECK120001837	frwB	GENE	frwB
ECK120001836	frwC	GENE	frwC
ECK120001840	frwD	GENE	frwD
ECK120003821	fryA	GENE	fryA
ECK120003825	fryB	GENE	fryB
ECK120003824	fryC	GENE	fryC
ECK120003028	fsaA	GENE	fsaA
ECK120001834	fsaB	GENE	fsaB
ECK120002865	fsr	GENE	fsr
ECK120000912	ftnA	GENE	ftnA
ECK120003619	ftnB	GENE	ftnB
ECK120000333	ftsA	GENE	ftsA
ECK120003989	ftsB	GENE	ftsB
ECK120000334	ftsE	GENE	ftsE
ECK120001462	ftsH	GENE	ftsH
ECK120000335	ftsI	GENE	ftsI
ECK120003064	ftsK	GENE	ftsK
ECK120001074	ftsL	GENE	ftsL
ECK120001483	ftsN	GENE	ftsN
ECK120001344	ftsP	GENE	ftsP
ECK120000336	ftsQ	GENE	ftsQ
ECK120000338	ftsW	GENE	ftsW
ECK120000339	ftsX	GENE	ftsX
ECK120000340	ftsY	GENE	ftsY
ECK120000341	ftsZ	GENE	ftsZ
ECK120000342	fucA	GENE	fucA
ECK120000343	fucI	GENE	fucI
ECK120000344	fucK	GENE	fucK
ECK120000345	fucO	GENE	fucO
ECK120000346	fucP	GENE	fucP
ECK120000347	fucR	GENE	fucR
ECK120000348	fucU	GENE	fucU
ECK120000349	fumA	GENE	fumA
ECK120000350	fumB	GENE	fumB
ECK120000351	fumC	GENE	fumC
ECK120000352	fur	GENE	fur
ECK120000353	fusA	GENE	fusA
ECK120004328	fxsA	GENE	fxsA
ECK120001300	gabD	GENE	gabD
ECK120001301	gabP	GENE	gabP
ECK120000354	gabT	GENE	gabT
ECK120002568	gadA	GENE	gadA
ECK120001446	gadB	GENE	gadB
ECK120003375	gadC	GENE	gadC
ECK120001498	gadE	GENE	gadE
ECK120002125	gadW	GENE	gadW
ECK120002126	gadX	GENE	gadX
ECK120002624	gadY	GENE	gadY
ECK120000355	galE	GENE	galE
ECK120003679	galF	GENE	galF
ECK120000356	galK	GENE	galK
ECK120001641	galM	GENE	galM
ECK120002048	galP	GENE	galP
ECK120000357	galR	GENE	galR
ECK120000358	galS	GENE	galS
ECK120000359	galT	GENE	galT
ECK120001290	galU	GENE	galU
ECK120000360	gapA	GENE	gapA
ECK120004456	gapC_1	GENE	gapC_1
ECK120002008	gapC_2	GENE	gapC_2
ECK120002315	garD	GENE	garD
ECK120001157	garK	GENE	garK
ECK120000014	garL	GENE	garL
ECK120002379	garP	GENE	garP
ECK120001158	garR	GENE	garR
ECK120002274	gatA	GENE	gatA
ECK120002275	gatB	GENE	gatB
ECK120002276	gatC	GENE	gatC
ECK120002277	gatD	GENE	gatD
ECK120004457	gatR_1	GENE	gatR_1
ECK120002058	gatR_2	GENE	gatR_2
ECK120002278	gatY	GENE	gatY
ECK120003711	gatZ	GENE	gatZ
ECK120000362	gcd	GENE	gcd
ECK120001534	gcl	GENE	gcl
ECK120001729	gcvA	GENE	gcvA
ECK120002579	gcvB	GENE	gcvB
ECK120000364	gcvH	GENE	gcvH
ECK120001744	gcvP	GENE	gcvP
ECK120001132	gcvR	GENE	gcvR
ECK120001406	gcvT	GENE	gcvT
ECK120000365	gdhA	GENE	gdhA
ECK120003108	gfcA	GENE	gfcA
ECK120003107	gfcB	GENE	gfcB
ECK120003106	gfcC	GENE	gfcC
ECK120003105	gfcD	GENE	gfcD
ECK120003104	gfcE	GENE	gfcE
ECK120000367	ggt	GENE	ggt
ECK120003135	ghrA	GENE	ghrA
ECK120002153	ghrB	GENE	ghrB
ECK120004102	glcA	GENE	glcA
ECK120002441	glcB	GENE	glcB
ECK120004106	glcC	GENE	glcC
ECK120004105	glcD	GENE	glcD
ECK120004104	glcE	GENE	glcE
ECK120002572	glcF	GENE	glcF
ECK120004103	glcG	GENE	glcG
ECK120001833	gldA	GENE	gldA
ECK120001906	glf	GENE	glf
ECK120000370	glgA	GENE	glgA
ECK120000371	glgB	GENE	glgB
ECK120000372	glgC	GENE	glgC
ECK120000373	glgP	GENE	glgP
ECK120001349	glgS	GENE	glgS
ECK120000374	glgX	GENE	glgX
ECK120002426	glk	GENE	glk
ECK120001506	glmM	GENE	glmM
ECK120000375	glmS	GENE	glmS
ECK120001179	glmU	GENE	glmU
ECK120002620	glmY	GENE	glmY
ECK120002585	glmZ	GENE	glmZ
ECK120000376	glnA	GENE	glnA
ECK125122003	glnA3'	GENE	glnA3'
ECK120000377	glnB	GENE	glnB
ECK120001377	glnD	GENE	glnD
ECK120001550	glnE	GENE	glnE
ECK120000378	glnG	GENE	glnG
ECK120000379	glnH	GENE	glnH
ECK120002080	glnK	GENE	glnK
ECK120000380	glnL	GENE	glnL
ECK120000381	glnP	GENE	glnP
ECK120000382	glnQ	GENE	glnQ
ECK120000383	glnS	GENE	glnS
ECK120002470	glnU	GENE	glnU
ECK120002471	glnV	GENE	glnV
ECK120002472	glnW	GENE	glnW
ECK120002473	glnX	GENE	glnX
ECK120003480	gloA	GENE	gloA
ECK120002719	gloB	GENE	gloB
ECK120000384	glpA	GENE	glpA
ECK120000385	glpB	GENE	glpB
ECK120000386	glpC	GENE	glpC
ECK120000387	glpD	GENE	glpD
ECK120000388	glpE	GENE	glpE
ECK120000389	glpF	GENE	glpF
ECK120000390	glpG	GENE	glpG
ECK120000391	glpK	GENE	glpK
ECK120000392	glpQ	GENE	glpQ
ECK120000393	glpR	GENE	glpR
ECK120000394	glpT	GENE	glpT
ECK120001472	glpX	GENE	glpX
ECK120003915	glrK	GENE	glrK
ECK120001258	glrR	GENE	glrR
ECK120000395	gltA	GENE	gltA
ECK120000396	gltB	GENE	gltB
ECK120000397	gltD	GENE	gltD
ECK120001469	gltF	GENE	gltF
ECK120002966	gltI	GENE	gltI
ECK120002349	gltJ	GENE	gltJ
ECK120002350	gltK	GENE	gltK
ECK120002351	gltL	GENE	gltL
ECK120000398	gltP	GENE	gltP
ECK120000399	gltS	GENE	gltS
ECK120002474	gltT	GENE	gltT
ECK120002475	gltU	GENE	gltU
ECK120002476	gltV	GENE	gltV
ECK120002477	gltW	GENE	gltW
ECK120000400	gltX	GENE	gltX
ECK120001331	gluQ	GENE	gluQ
ECK120001652	glvB	GENE	glvB
ECK120001653	glvC	GENE	glvC
ECK120001651	glvG	GENE	glvG
ECK120002891	glxK	GENE	glxK
ECK120002886	glxR	GENE	glxR
ECK120000401	glyA	GENE	glyA
ECK120000402	glyQ	GENE	glyQ
ECK120000403	glyS	GENE	glyS
ECK120002478	glyT	GENE	glyT
ECK120002479	glyU	GENE	glyU
ECK120002480	glyV	GENE	glyV
ECK120002481	glyW	GENE	glyW
ECK120002482	glyX	GENE	glyX
ECK120002483	glyY	GENE	glyY
ECK120001721	gmd	GENE	gmd
ECK120001675	gmhB	GENE	gmhB
ECK120000954	gmk	GENE	gmk
ECK120001723	gmm	GENE	gmm
ECK120003234	gmr	GENE	gmr
ECK120000404	gnd	GENE	gnd
ECK120002666	gnsA	GENE	gnsA
ECK120003412	gnsB	GENE	gnsB
ECK120002341	gntK	GENE	gntK
ECK120002323	gntP	GENE	gntP
ECK120002342	gntR	GENE	gntR
ECK120002247	gntT	GENE	gntT
ECK120002343	gntU	GENE	gntU
ECK120004290	gntX	GENE	gntX
ECK120000405	gor	GENE	gor
ECK120001802	gph	GENE	gph
ECK120001642	gpmA	GENE	gpmA
ECK120002177	gpmM	GENE	gpmM
ECK120000406	gpp	GENE	gpp
ECK120002442	gpsA	GENE	gpsA
ECK120000407	gpt	GENE	gpt
ECK120001718	grcA	GENE	grcA
ECK120000408	greA	GENE	greA
ECK120001530	greB	GENE	greB
ECK120000592	groL	GENE	groL
ECK120000593	groS	GENE	groS
ECK120000409	grpE	GENE	grpE
ECK120000410	grxA	GENE	grxA
ECK120002353	grxB	GENE	grxB
ECK120002175	grxC	GENE	grxC
ECK120002074	grxD	GENE	grxD
ECK120000411	gshA	GENE	gshA
ECK120000412	gshB	GENE	gshB
ECK120003029	gsiA	GENE	gsiA
ECK120003030	gsiB	GENE	gsiB
ECK120003031	gsiC	GENE	gsiC
ECK120003032	gsiD	GENE	gsiD
ECK120001090	gsk	GENE	gsk
ECK120004246	gspA	GENE	gspA
ECK120001238	gspB	GENE	gspB
ECK120004247	gspC	GENE	gspC
ECK120004248	gspD	GENE	gspD
ECK120004249	gspE	GENE	gspE
ECK120004250	gspF	GENE	gspF
ECK120004251	gspG	GENE	gspG
ECK120004252	gspH	GENE	gspH
ECK120004253	gspI	GENE	gspI
ECK120004254	gspJ	GENE	gspJ
ECK120004255	gspK	GENE	gspK
ECK120004256	gspL	GENE	gspL
ECK120002068	gspM	GENE	gspM
ECK120001328	gspO	GENE	gspO
ECK120002421	gss	GENE	gss
ECK120003467	gstA	GENE	gstA
ECK120003038	gstB	GENE	gstB
ECK120000413	guaA	GENE	guaA
ECK120000414	guaB	GENE	guaB
ECK120000415	guaC	GENE	guaC
ECK120004065	guaD	GENE	guaD
ECK120004008	gudD	GENE	gudD
ECK120004010	gudP	GENE	gudP
ECK120004009	gudX	GENE	gudX
ECK120000961	gutM	GENE	gutM
ECK120000962	gutQ	GENE	gutQ
ECK120000416	gyrA	GENE	gyrA
ECK120000417	gyrB	GENE	gyrB
ECK120003905	hcaB	GENE	hcaB
ECK120003904	hcaC	GENE	hcaC
ECK120003906	hcaD	GENE	hcaD
ECK120004468	hcaE	GENE	hcaE
ECK120004474	hcaF	GENE	hcaF
ECK120003903	hcaR	GENE	hcaR
ECK120003902	hcaT	GENE	hcaT
ECK120003641	hchA	GENE	hchA
ECK120003057	hcp	GENE	hcp
ECK120003056	hcr	GENE	hcr
ECK120003885	hda	GENE	hda
ECK120001364	hdeA	GENE	hdeA
