ID	Term	Type	Preferred_form
ECK120002387	yrbE	GENE	yrbE
ECK120002388	yrbF	GENE	yrbF
ECK120004210	yrbH	GENE	yrbH
ECK120004211	yrbI	GENE	yrbI
ECK120004211	yrbJ	GENE	yrbJ
ECK120004212	yrbK	GENE	yrbK
ECK120004215	yrbM	GENE	yrbM
ECK120004244	yrdC	GENE	yrdC
ECK120004279	yrfA	GENE	yrfA
ECK120004280	yrfB	GENE	yrfB
ECK120004281	yrfC	GENE	yrfC
ECK120004282	yrfD	GENE	yrfD
ECK120004283	yrfE	GENE	yrfE
ECK120004286	yrfH	GENE	yrfH
ECK120004287	yrfI	GENE	yrfI
ECK120002669	ysdB	GENE	ysdB
ECK120004315	ysgB	GENE	ysgB
ECK120003221	ysgS	GENE	ysgS
ECK120004316	yshA	GENE	yshA
ECK120004360	ytfC	GENE	ytfC
ECK120002311	ytfD	GENE	ytfD
ECK120004369	ytfM	GENE	ytfM
ECK120004370	ytfN	GENE	ytfN
ECK120004370	ytfO	GENE	ytfO
ECK120002313	ytfS	GENE	ytfS
ECK120003801	yzyA	GENE	yzyA
ECK120003800	yzyB	GENE	yzyB
ECK120003443	yzyC	GENE	yzyC
ECK120001350	yzzB	GENE	yzzB
ECK120003641	yzzC	GENE	yzzC
ECK120002815	yzzD	GENE	yzzD
ECK120004137	yzzH	GENE	yzzH
ECK120004135	yzzI	GENE	yzzI
ECK120003255	yzzJ	GENE	yzzJ
ECK120002966	yzzK	GENE	yzzK
ECK120003294	yzzL	GENE	yzzL
ECK120003962	yzzM	GENE	yzzM
ECK120002713	yzzN	GENE	yzzN
ECK120003897	yzzO	GENE	yzzO
ECK120003604	yzzP	GENE	yzzP
ECK120003553	yzzQ	GENE	yzzQ
ECK120003625	yzzR	GENE	yzzR
ECK120004261	yzzS	GENE	yzzS
ECK120003659	yzzT	GENE	yzzT
ECK120002941	yzzU	GENE	yzzU
ECK120003065	yzzV	GENE	yzzV
ECK120004073	yzzW	GENE	yzzW
ECK120003666	yzzX	GENE	yzzX
ECK120002713	yzzY	GENE	yzzY
ECK120002405	yzzZ	GENE	yzzZ
ECK120000814	zab	GENE	zab
ECK120001410	zfiA	GENE	zfiA
ECK120003751	zipD	GENE	zipD
ECK120001857	znuR	GENE	znuR
ECK120001846	zra	GENE	zra
ECK125140816	AccB	TF	AccB
ECK120012246	AceC	TF	AceC
ECK120015994	AcrR	TF	AcrR
ECK120035026	AcrS	TF	AcrS
ECK120030264	Act	TF	Act
ECK120012595	Ada	TF	Ada
ECK120014170	AdiY	TF	AdiY
ECK120012515	AgaR	TF	AgaR
ECK120011941	AgrR	TF	AgrR
ECK125134683	AidB	TF	AidB
ECK120030264	AlaS	TF	AlaS
ECK120015630	AllR	TF	AllR
ECK120015636	AllS	TF	AllS
ECK120012984	AlpA	TF	AlpA
ECK120011383	AlsB	TF	AlsB
ECK120011959	AlsR	TF	AlsR
ECK120011378	AntO	TF	AntO
ECK120012987	AppY	TF	AppY
ECK120012316	AraC	TF	AraC
ECK120011345	ArcA	TF	ArcA
ECK120011202	ArgP	TF	ArgP
ECK120011670	ArgR	TF	ArgR
ECK120030724	ArsR	TF	ArsR
ECK120026318	AscG	TF	AscG
ECK120013010	AsnC	TF	AsnC
ECK120013014	AtoC	TF	AtoC
ECK120011306	B0399	TF	B0399
ECK120011941	B0571	TF	B0571
ECK120034476	B0620	TF	B0620
ECK120011492	B1130	TF	B1130
ECK120011502	B1221	TF	B1221
ECK120033066	B1608	TF	B1608
ECK120015687	B2079	TF	B2079
ECK120011508	B2193	TF	B2193
ECK120013014	B2220	TF	B2220
ECK120011575	B2369	TF	B2369
ECK125108627	B2554	TF	B2554
ECK120012277	B3025	TF	B3025
ECK120051451	B3060	TF	B3060
ECK120011210	B3912	TF	B3912
ECK120014103	B4004	TF	B4004
ECK120011959	B4089	TF	B4089
ECK125145855	B4113	TF	B4113
ECK120035002	B4398	TF	B4398
ECK120011345	B4401	TF	B4401
ECK120015687	BaeR	TF	BaeR
ECK125145855	BasR	TF	BasR
ECK120013017	BetI	TF	BetI
ECK125147338	BglJ	TF	BglJ
ECK120011294	BglY	TF	BglY
ECK120012646	BioR	TF	BioR
ECK120012646	BirA	TF	BirA
ECK120051438	BluR	TF	BluR
ECK120029348	BolA	TF	BolA
ECK120011250	CadC	TF	CadC
ECK120013805	CaiF	TF	CaiF
ECK120020634	CarP	TF	CarP
ECK120013750	Cbl	TF	Cbl
ECK120011190	CbpB	TF	CbpB
ECK120011953	CdaR	TF	CdaR
ECK120012036	CelD	TF	CelD
ECK120011412	CfxB	TF	CfxB
ECK120012036	ChbR	TF	ChbR
ECK125140737	ChpAI	TF	ChpAI
ECK125140737	ChpR	TF	ChpR
ECK120034476	CitB	TF	CitB
ECK125141239	ComR	TF	ComR
ECK120011345	CpxC	TF	CpxC
ECK120011210	CpxR	TF	CpxR
ECK120013112	Cra	TF	Cra
ECK120035002	CreB	TF	CreB
ECK120034476	CriR	TF	CriR
ECK120011235	CRP	TF	CRP
ECK120013061	CS7.4	TF	CS7.4
ECK120013342	CsgD	TF	CsgD
ECK120012075	CsiR	TF	CsiR
ECK120013061	CspA	TF	CspA
ECK120034780	CueR	TF	CueR
ECK120011294	Cur	TF	Cur
ECK120011941	CusR	TF	CusR
ECK120013065	CynR	TF	CynR
ECK120011312	CysB	TF	CysB
ECK120012407	CytR	TF	CytR
ECK120051451	Dan	TF	Dan
ECK120034977	DcuR	TF	DcuR
ECK120011824	Dec	TF	Dec
ECK120012664	DeoR	TF	DeoR
ECK120011240	DgsA	TF	DgsA
ECK120015690	DhaR	TF	DhaR
ECK120012646	DhbB	TF	DhbB
ECK120029345	DicA	TF	DicA
ECK125147337	DinJ	TF	DinJ
ECK120011903	DnaA	TF	DnaA
ECK120034476	DpiA	TF	DpiA
ECK120011294	Drc	TF	Drc
ECK120011294	DrdX	TF	DrdX
ECK120011294	Drs	TF	Drs
ECK120013081	DsdC	TF	DsdC
ECK120011345	Dye	TF	Dye
ECK120013085	EbgR	TF	EbgR
ECK125141911	EcpR	TF	EcpR
ECK120035026	EnvR	TF	EnvR
ECK120011792	EnvY	TF	EnvY
ECK120011575	EvgA	TF	EvgA
ECK120012141	ExuR	TF	ExuR
ECK120013061	F10.6	TF	F10.6
ECK120011354	FabR	TF	FabR
ECK120011824	FadR	TF	FadR
ECK120011949	FarR	TF	FarR
ECK120026337	FeaR	TF	FeaR
ECK120011345	FexA	TF	FexA
ECK120011394	FhlA	TF	FhlA
ECK120011394	Fhl	TF	Fhl
ECK120011294	FimG	TF	FimG
ECK120011186	Fis	TF	Fis
ECK120011332	FlhDC	TF	FlhDC
ECK125141939	FliZ	TF	FliZ
ECK120011229	FNR	TF	FNR
ECK120011502	FrdR	TF	FrdR
ECK120013112	FruR	TF	FruR
ECK120029345	FtsT	TF	FtsT
ECK120013118	FucR	TF	FucR
ECK120033465	Fur	TF	Fur
ECK120012075	GabC	TF	GabC
ECK120012092	GadE	TF	GadE
ECK120011465	GadW	TF	GadW
ECK120011458	GadX	TF	GadX
ECK120012713	GalR	TF	GalR
ECK120012704	GalS	TF	GalS
ECK120013131	GatR	TF	GatR
ECK120012465	GcvA	TF	GcvA
ECK120012246	GenA	TF	GenA
ECK120011328	GenR	TF	GenR
ECK120011437	GlcC	TF	GlcC
ECK120012730	GlpR	TF	GlpR
ECK125108627	GlrR	TF	GlrR
ECK120015636	GlxA1	TF	GlxA1
ECK120012101	GntH	TF	GntH
ECK120012096	GntR	TF	GntR
ECK120012153	GusR	TF	GusR
ECK120013141	Gut	TF	Gut
ECK120013141	GutM	TF	GutM
ECK120013144	GutR	TF	GutR
ECK120015243	HcaR	TF	HcaR
ECK120012250	HdfR	TF	HdfR
ECK120026325	HipB	TF	HipB
ECK120011294	HnsA	TF	HnsA
ECK120034571	HnsB	TF	HnsB
ECK120011294	H-NS	TF	H-NS
ECK120011294	Hns	TF	Hns
ECK120011874	HU	TF	HU
ECK120014103	HydG	TF	HydG
ECK120011390	HyfR	TF	HyfR
ECK120011897	IclR	TF	IclR
ECK120012101	IdnR	TF	IdnR
ECK120011383	Ihb	TF	Ihb
ECK120011224	IHF	TF	IHF
ECK120012965	IlvY	TF	IlvY
ECK120011412	InaR	TF	InaR
ECK120011294	Irk	TF	Irk
ECK120011429	IscR	TF	IscR
ECK120015250	KdgR	TF	KdgR
ECK120048960	KdpE	TF	KdpE
ECK120012762	LacI	TF	LacI
ECK120013830	Lct	TF	Lct
ECK120013830	LctR	TF	LctR
ECK120013164	LeuO	TF	LeuO
ECK120012770	LexA	TF	LexA
ECK120011383	LivR	TF	LivR
ECK120013830	LldR	TF	LldR
ECK120030264	LovB	TF	LovB
ECK120011328	LrhA	TF	LrhA
ECK120011383	Lrp	TF	Lrp
ECK120011383	Lrs	TF	Lrs
ECK120015681	LsrR	TF	LsrR
ECK120011383	Lss	TF	Lss
ECK120011383	LstR	TF	LstR
ECK120013175	LysR	TF	LysR
ECK120012218	MalA	TF	MalA
ECK120013406	MalI	TF	MalI
ECK120012218	MalT	TF	MalT
ECK120026337	MaoB	TF	MaoB
ECK120026337	MaoX	TF	MaoX
ECK120011412	MarA	TF	MarA
ECK120013242	MarC	TF	MarC
ECK120013191	MarR	TF	MarR
ECK125141911	MatA	TF	MatA
ECK125140737	MazE	TF	MazE
ECK120011383	Mbf	TF	Mbf
ECK120051441	McbR	TF	McbR
ECK120012347	MelR	TF	MelR
ECK120048948	MetJ	TF	MetJ
ECK120012802	MetR	TF	MetR
ECK120012704	MglD	TF	MglD
ECK120011482	MhpR	TF	MhpR
ECK120011240	Mlc	TF	Mlc
ECK125134665	MlrA	TF	MlrA
ECK120011949	MngR	TF	MngR
ECK120034617	MntR	TF	MntR
ECK120011220	ModE	TF	ModE
ECK120011302	MomR	TF	MomR
ECK120011302	Mor	TF	Mor
ECK120034476	MpdA	TF	MpdA
ECK120011593	MprA	TF	MprA
ECK120034619	MqsA	TF	MqsA
ECK120011345	Msp	TF	Msp
ECK120011294	MsyA	TF	MsyA
ECK120013199	MtlR	TF	MtlR
ECK120048826	MurR	TF	MurR
ECK120011265	Nac	TF	Nac
ECK120013202	NadR	TF	NadR
ECK120011908	NagC	TF	NagC
ECK120011908	NagR	TF	NagR
ECK120012559	NanR	TF	NanR
ECK120011502	NarL	TF	NarL
ECK120011508	NarP	TF	NarP
ECK120011502	NarR	TF	NarR
ECK120011186	Nbp	TF	Nbp
ECK120035042	NemR	TF	NemR
ECK120011412	NfxC	TF	NfxC
ECK120011378	NhaR	TF	NhaR
ECK120023539	NikR	TF	NikR
ECK120011412	NorB	TF	NorB
ECK120011938	NorR	TF	NorR
ECK120033053	NrdR	TF	NrdR
ECK125134687	NRI	TF	NRI
ECK120016814	NsrR	TF	NsrR
ECK125134687	NtrC	TF	NtrC
ECK120012664	NucR	TF	NucR
ECK120011824	Ole	TF	Ole
ECK120011824	OleR	TF	OleR
ECK125110257	OmpR	TF	OmpR
ECK120011383	OppI	TF	OppI
ECK120011294	OsmZ	TF	OsmZ
ECK120011302	OxyR	TF	OxyR
ECK120011563	PaaX	TF	PaaX
ECK120012246	PdhR	TF	PdhR
ECK120020634	PepA	TF	PepA
ECK120020634	PepA	TF	PepA
ECK120015243	PhdR	TF	PhdR
ECK120011306	PhoB	TF	PhoB
ECK120011492	PhoP	TF	PhoP
ECK120011306	PhoT	TF	PhoT
ECK120011294	PilG	TF	PilG
ECK125145855	PmrA	TF	PmrA
ECK120013780	PndR	TF	PndR
ECK120012029	PoaA	TF	PoaA
ECK120015234	PrpR	TF	PrpR
ECK120011400	PspF	TF	PspF
ECK120012250	PssR	TF	PssR
ECK120012854	PurR	TF	PurR
ECK120012029	PutA	TF	PutA
ECK120012029	PutA	TF	PutA
ECK120012029	PutC	TF	PutC
ECK120012277	QseB	TF	QseB
ECK120011383	RblA	TF	RblA
ECK120013229	RbsR	TF	RbsR
ECK120033010	RcnR	TF	RcnR
ECK120011324	RcsB	TF	RcsB
ECK120048934	RelB	TF	RelB
ECK120048934	RelB	TF	RelB
ECK120012877	RhaR	TF	RhaR
ECK120012337	RhaS	TF	RhaS
ECK120011190	RobA	TF	RobA
ECK120011190	Rob	TF	Rob
ECK120011959	RpiR	TF	RpiR
ECK120033066	RstA	TF	RstA
ECK120011489	RtcR	TF	RtcR
ECK120033905	RutR	TF	RutR
ECK120026318	Sac	TF	Sac
ECK120011953	SdaR	TF	SdaR
ECK120011856	SdiA	TF	SdiA
ECK120011345	Seg	TF	Seg
ECK120011345	SfrA	TF	SfrA
ECK120032161	SgrR	TF	SgrR
ECK120012253	SlyA	TF	SlyA
ECK120011412	SoxQ	TF	SoxQ
ECK120013242	SoxR	TF	SoxR
ECK120011298	SoxS	TF	SoxS
ECK120013141	SrlM	TF	SrlM
ECK120013144	SrlR	TF	SrlR
ECK120034571	StpA	TF	StpA
ECK120034571	StpA	TF	StpA
ECK120013255	TdcA	TF	TdcA
ECK120013259	TdcR	TF	TdcR
ECK120011824	ThdB	TF	ThdB
ECK120011294	TopS	TF	TopS
ECK120011294	TopX	TF	TopX
ECK120012482	TorR	TF	TorR
ECK120011406	TreR	TF	TreR
ECK120012176	TrpR	TF	TrpR
ECK120051451	TtdR	TF	TtdR
ECK120011194	TyrR	TF	TyrR
ECK120048769	UhpA	TF	UhpA
ECK120048769	UhpA	TF	UhpA
ECK120012153	UidR	TF	UidR
ECK120012165	UlaR	TF	UlaR
ECK120033066	UrpT	TF	UrpT
ECK120012145	UxuR	TF	UxuR
ECK120011294	VirR	TF	VirR
ECK120013780	XapR	TF	XapR
ECK120020634	XerB	TF	XerB
ECK120013786	XylR	TF	XylR
ECK120011378	YaaB	TF	YaaB
ECK120032161	YabN	TF	YabN
ECK120012246	YacB	TF	YacB
ECK120011953	YaeG	TF	YaeG
ECK120015234	YahP	TF	YahP
ECK120033053	YbaD	TF	YbaD
ECK120015994	YbaH	TF	YbaH
ECK120015636	YbbS	TF	YbbS
ECK120015630	YbbU	TF	YbbU
ECK120033905	YcdC	TF	YcdC
ECK125141239	YcfQ	TF	YcfQ
ECK120051438	YcgE	TF	YcgE
ECK120015690	YcgU	TF	YcgU
ECK120011400	YcjB	TF	YcjB
ECK120026337	YdbM	TF	YdbM
ECK120012313	YdeO	TF	YdeO
ECK120015681	YdeW	TF	YdeW
ECK120035042	YdhM	TF	YdhM
ECK120015250	YebP	TF	YebP
ECK125141939	YedH	TF	YedH
ECK125135147	YefM	TF	YefM
ECK125135147	YefM	TF	YefM
ECK125145850	YehT	TF	YehT
ECK125134665	YehV	TF	YehV
ECK120013665	YeiL	TF	YeiL
ECK120013780	YfeB	TF	YfeB
ECK125108627	YfhA	TF	YfhA
ECK120011429	YfhP	TF	YfhP
ECK120015243	YfhT	TF	YfhT
ECK120011938	YgaA	TF	YgaA
ECK120012075	YgaE	TF	YgaE
ECK120011437	YghN	TF	YghN
ECK120051451	YgiP	TF	YgiP
ECK120051444	YgiV	TF	YgiV
ECK120012277	YgiX	TF	YgiX
ECK120012515	YhaW	TF	YhaW
ECK120012559	YhcK	TF	YhcK
ECK120035026	YhdK	TF	YhdK
ECK120011489	YhgB	TF	YhgB
ECK120012092	YhiE	TF	YhiE
ECK120012092	YhiT	TF	YhiT
ECK120011465	YhiW	TF	YhiW
ECK120011458	YhiX	TF	YhiX
ECK120014044	YiaJ	TF	YiaJ
ECK120012250	YifA	TF	YifA
ECK120012250	YifD	TF	YifD
ECK120011210	YiiA	TF	YiiA
ECK120011354	YijC	TF	YijC
ECK120011959	YjcY	TF	YjcY
ECK120012165	YjfQ	TF	YjfQ
ECK120012101	YjgS	TF	YjgS
ECK125141903	YjiE	TF	YjiE
ECK120035002	YjjE	TF	YjjE
ECK125141911	YkgK	TF	YkgK
ECK120011941	YlcA	TF	YlcA
ECK120051441	YncC	TF	YncC
ECK120033010	YohL	TF	YohL
ECK125110189	YqhC	TF	YqhC
ECK125134855	YqjI	TF	YqjI
ECK120034467	ZntR	TF	ZntR
ECK120014103	ZraR	TF	ZraR
ECK120012020	Zur	TF	Zur
ECK120008965	rlmL-uup	TU	rlmL-uup
ECK120010906	mfd	TU	mfd
ECK120011105	topA	TU	topA
ECK120011123	copA	TU	copA
ECK120010914	ybaST	TU	ybaST
ECK120008988	chiA	TU	chiA
ECK120011083	recF	TU	recF
ECK120008997	yeaGH	TU	yeaGH
ECK125109848	glrR-glnB	TU	glrR-glnB
ECK125095458	actP	TU	actP
ECK125109147	rnlB	TU	rnlB
ECK120008952	flxA	TU	flxA
ECK120010892	tar-tap-cheRBYZ	TU	tar-tap-cheRBYZ
ECK120008953	nanATEK-yhcH	TU	nanATEK-yhcH
ECK120008954	asr	TU	asr
ECK120008955	fxsA	TU	fxsA
ECK120027431	mutH	TU	mutH
ECK120027412	ygcNOP	TU	ygcNOP
ECK120027415	ygcU	TU	ygcU
ECK120027444	yqeIJ	TU	yqeIJ
ECK120027449	pbl	TU	pbl
ECK120027463	yqeC	TU	yqeC
ECK120027472	yqfA	TU	yqfA
ECK120027473	yqfB	TU	yqfB
ECK120027484	cmtBA-yggPFDC	TU	cmtBA-yggPFDC
ECK120027513	mqsRA	TU	mqsRA
ECK120027515	ygiW	TU	ygiW
ECK120027495	yghG	TU	yghG
ECK120027500	pitB	TU	pitB
ECK120027507	yqhG	TU	yqhG
ECK120027522	yqiC	TU	yqiC
ECK120027534	higBA	TU	higBA
ECK120027538	ygjR	TU	ygjR
ECK120027546	yhaH	TU	yhaH
ECK120027547	yhaI	TU	yhaI
ECK120027552	prlF-yhaV	TU	prlF-yhaV
ECK120027557	yhbTS	TU	yhbTS
ECK120027560	deaD	TU	deaD
ECK120020430	dosCP	TU	dosCP
ECK120020536	ydiU	TU	ydiU
ECK120020433	pdxK	TU	pdxK
ECK120020438	ppa	TU	ppa
ECK120020442	rdlA	TU	rdlA
ECK120020456	tusA	TU	tusA
ECK120020457	slyA	TU	slyA
ECK120020476	tqsA	TU	tqsA
ECK120020481	mlaA	TU	mlaA
ECK120020483	yacH	TU	yacH
ECK120020488	yafU	TU	yafU
ECK120020490	yagJ	TU	yagJ
ECK120020495	yaiY	TU	yaiY
ECK120020496	ybaY	TU	ybaY
ECK120020502	ybdH	TU	ybdH
ECK120020505	ybeQ	TU	ybeQ
ECK120021006	yhbO	TU	yhbO
ECK120021035	yigE	TU	yigE
ECK120021047	rraB	TU	rraB
ECK120021068	ynfC	TU	ynfC
ECK120021075	yoaI	TU	yoaI
ECK120021139	yebQ	TU	yebQ
ECK120021077	yodD	TU	yodD
ECK120021089	ysgA	TU	ysgA
ECK120021090	ytfA	TU	ytfA
ECK120021095	zur	TU	zur
ECK120021102	matP	TU	matP
ECK120021106	yccX	TU	yccX
ECK120021115	ychN	TU	ychN
ECK120021119	ycjW	TU	ycjW
ECK120021120	smrA	TU	smrA
ECK120021179	ygiH	TU	ygiH
ECK120021182	aaeR	TU	aaeR
ECK120021183	abgR	TU	abgR
ECK120021233	narP	TU	narP
ECK120021238	micC	TU	micC
ECK120021244	insG	TU	insG
ECK120021248	insH-5	TU	insH-5
ECK120021249	insH-8	TU	insH-8
ECK120021256	kptA	TU	kptA
ECK120021259	ldrC	TU	ldrC
ECK120021262	lit	TU	lit
ECK120021207	dsrB	TU	dsrB
ECK120026317	aslB	TU	aslB
ECK120026298	tyrS-pdxY	TU	tyrS-pdxY
ECK120026299	yjjB-dnaTC-yjjA	TU	yjjB-dnaTC-yjjA
ECK120009187	lpxL	TU	lpxL
ECK120009188	yceA	TU	yceA
ECK120009192	mpl	TU	mpl
ECK120010877	menA-rraA	TU	menA-rraA
ECK120009200	argR	TU	argR
ECK120009214	dusB-fis	TU	dusB-fis
ECK120009219	galETKM	TU	galETKM
ECK120048890	uvrB	TU	uvrB
ECK125095212	gadE	TU	gadE
ECK120008936	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	TU	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
ECK120009717	ompR-envZ	TU	ompR-envZ
ECK120009730	mobAB	TU	mobAB
ECK120009731	mobAB	TU	mobAB
ECK120009738	kdsA	TU	kdsA
ECK120009740	metY	TU	metY
ECK120009751	cutA	TU	cutA
ECK120008942	gdhA	TU	gdhA
ECK120026509	yaaW	TU	yaaW
ECK120026518	djlA	TU	djlA
ECK120026525	cra	TU	cra
ECK120026531	yadGH	TU	yadGH
ECK120008947	fur	TU	fur
ECK120026547	yaeR	TU	yaeR
ECK120026554	dkgB	TU	dkgB
ECK120026560	C0067	TU	C0067
ECK120026582	yagEF	TU	yagEF
ECK120026585	insA-3AB-3B-3	TU	insA-3AB-3B-3
ECK120026588	yagN	TU	yagN
ECK120026598	ykgA	TU	ykgA
ECK120026607	yahH	TU	yahH
ECK120026633	yajI	TU	yajI
ECK120026642	ybaV	TU	ybaV
ECK120026654	tomB-hha	TU	tomB-hha
ECK120026626	iraP	TU	iraP
ECK120026627	yaiI	TU	yaiI
ECK120026658	dnaX	TU	dnaX
ECK120026661	hemH	TU	hemH
ECK120026662	ybaL	TU	ybaL
ECK120026670	rhsD-ybbC-ylbH-ybbD	TU	rhsD-ybbC-ylbH-ybbD
ECK120026677	sfmCD	TU	sfmCD
ECK120026686	ybcQ	TU	ybcQ
ECK120026697	ybdJ	TU	ybdJ
ECK120026699	insL-2	TU	insL-2
ECK120026704	rnk	TU	rnk
ECK120026706	citT	TU	citT
ECK120026718	leuS-lptE-holA-nadD-cobC	TU	leuS-lptE-holA-nadD-cobC
ECK120026729	chiP-ybfN	TU	chiP-ybfN
ECK120026730	ybfN	TU	ybfN
ECK120026734	rhsC-ybfB	TU	rhsC-ybfB
ECK120026740	ybgQPO	TU	ybgQPO
ECK120026760	ybiX	TU	ybiX
ECK120026771	bssR	TU	bssR
ECK120026786	serS	TU	serS
ECK120026794	ycaR-kdsB	TU	ycaR-kdsB
ECK120026796	ycbB	TU	ycbB
ECK120026821	efeOB	TU	efeOB
ECK120026833	dinI	TU	dinI
ECK120026839	rluC	TU	rluC
ECK120026847	nagK-cobB	TU	nagK-cobB
ECK120026858	pinE	TU	pinE
ECK125135811	wbbH	TU	wbbH
ECK125135826	yegS	TU	yegS
ECK125135829	yehA	TU	yehA
ECK125135902	alaWX	TU	alaWX
ECK125135956	ispF	TU	ispF
ECK125135993	yqgB	TU	yqgB
ECK125136124	nudE	TU	nudE
ECK125136088	nanR	TU	nanR
ECK125136210	yieH	TU	yieH
ECK125136234	typA	TU	typA
ECK125136279	yjdL	TU	yjdL
ECK125136290	ytfI	TU	ytfI
ECK125136298	yjgB	TU	yjgB
ECK125136305	fecE	TU	fecE
ECK120021041	queG	TU	queG
ECK120021048	yjgM	TU	yjgM
ECK120021058	yjjX	TU	yjjX
ECK120021070	ynjF	TU	ynjF
ECK120021127	yddH	TU	yddH
ECK120027566	murA	TU	murA
ECK120027630	yhiJ	TU	yhiJ
ECK120027607	yrfG-hslR	TU	yrfG-hslR
ECK120027670	yibL	TU	yibL
ECK120027677	htrL	TU	htrL
ECK120027726	yigM	TU	yigM
ECK120027806	adiC	TU	adiC
ECK120027835	ytfL	TU	ytfL
ECK120027852	yjgX_3	TU	yjgX_3
ECK120034121	ampH	TU	ampH
ECK120027022	hokD	TU	hokD
ECK120027861	yjhU	TU	yjhU
ECK120027865	yjhP	TU	yjhP
ECK120027203	rcnR	TU	rcnR
ECK120027306	insL-3	TU	insL-3
ECK120027344	suhB	TU	suhB
ECK120027252	yfaATS_1S_2QP	TU	yfaATS_1S_2QP
ECK120027258	arnBCADTEF	TU	arnBCADTEF
ECK120027261	elaA	TU	elaA
ECK120026546	dxr	TU	dxr
ECK120026576	perR	TU	perR
ECK120029301	yahK	TU	yahK
ECK120026766	ybiU	TU	ybiU
ECK120026826	ycdZ	TU	ycdZ
ECK120026884	ychM	TU	ychM
ECK125135390	yaiO	TU	yaiO
ECK125135394	insEF-2F-2	TU	insEF-2F-2
ECK125135436	ybdJ	TU	ybdJ
ECK125135443	crcB	TU	crcB
ECK125135455	ybeQ	TU	ybeQ
ECK125135568	phoQ	TU	phoQ
ECK125135500	cydC	TU	cydC
ECK125135547	grxB	TU	grxB
ECK125135596	ycgV	TU	ycgV
ECK125135607	yciE	TU	yciE
ECK125135642	ynaK-ydaY	TU	ynaK-ydaY
ECK120009659	ompC	TU	ompC
ECK120009669	rpoN-hpf-ptsN-yhbJ-npr	TU	rpoN-hpf-ptsN-yhbJ-npr
ECK120009670	glmUS	TU	glmUS
ECK120009671	aspV	TU	aspV
ECK120009672	thrW	TU	thrW
ECK120009675	valVW	TU	valVW
ECK120009693	tyrTV-tpr	TU	tyrTV-tpr
ECK120009701	pheU	TU	pheU
ECK120009704	lpd	TU	lpd
ECK120009705	sdhCDAB-sucABCD	TU	sdhCDAB-sucABCD
ECK120008930	rrsC-gltU-rrlC-rrfC	TU	rrsC-gltU-rrlC-rrfC
ECK120009523	rplJL-rpoBC	TU	rplJL-rpoBC
ECK120009533	tff-rpsB-tsf	TU	tff-rpsB-tsf
ECK120009544	ydjA-selD-topB	TU	ydjA-selD-topB
ECK120009045	lacZYA	TU	lacZYA
ECK120009052	csrC	TU	csrC
ECK120009054	gntRKU	TU	gntRKU
ECK120009057	gntT	TU	gntT
ECK120009558	udk-dcd	TU	udk-dcd
ECK120009563	dsdA	TU	dsdA
ECK120009564	focA-pflB	TU	focA-pflB
ECK120009574	cbpAM	TU	cbpAM
ECK120009280	tyrB	TU	tyrB
ECK120009283	ilvC	TU	ilvC
ECK120009286	mtr	TU	mtr
ECK120009293	cydAB	TU	cydAB
ECK120009300	mdh	TU	mdh
ECK120009312	cpdB	TU	cpdB
ECK120009324	malXY	TU	malXY
ECK120009330	aldB	TU	aldB
ECK120009334	cynTSX	TU	cynTSX
ECK120009342	fecABCDE	TU	fecABCDE
ECK120009353	ppsA	TU	ppsA
ECK120009370	leuLABCD	TU	leuLABCD
ECK120009377	lysR	TU	lysR
ECK120009402	soxS	TU	soxS
ECK120009403	torCAD	TU	torCAD
ECK120009406	fadBA	TU	fadBA
ECK120009431	ascFB	TU	ascFB
ECK120009444	cydDC	TU	cydDC
ECK120009442	cobUST	TU	cobUST
ECK120009449	dnaAN-recF	TU	dnaAN-recF
ECK120009456	fabHDG	TU	fabHDG
ECK120009459	feoABC	TU	feoABC
ECK120009470	glyQS	TU	glyQS
ECK120009473	hipBA	TU	hipBA
ECK120009495	nfrBA	TU	nfrBA
ECK120009498	nuoABCEFGHIJKLMN	TU	nuoABCEFGHIJKLMN
ECK120009508	pntAB	TU	pntAB
ECK120009125	pepD	TU	pepD
ECK120009129	cysE	TU	cysE
ECK120009132	lpp	TU	lpp
ECK120009134	sbcB	TU	sbcB
ECK120011079	pabA	TU	pabA
ECK120011053	pepD	TU	pepD
ECK120011074	pyrG-eno	TU	pyrG-eno
ECK120009226	ilvY	TU	ilvY
ECK120009234	metA	TU	metA
ECK120009238	narK	TU	narK
ECK120009251	purMN	TU	purMN
ECK120009145	ssuEADCB	TU	ssuEADCB
ECK120009154	dnaQ	TU	dnaQ
ECK120009161	rplT	TU	rplT
ECK120009164	ruvAB	TU	ruvAB
ECK120009168	valS	TU	valS
ECK120009172	cstA	TU	cstA
ECK120010982	nanCM	TU	nanCM
ECK120009075	rsmA-apaGH	TU	rsmA-apaGH
ECK120009077	apaGH	TU	apaGH
ECK120009086	yicR-rpmBG-mutM	TU	yicR-rpmBG-mutM
ECK120009088	rpmBG-mutM	TU	rpmBG-mutM
ECK120009095	yggX-mltC	TU	yggX-mltC
ECK120009098	mcrBC	TU	mcrBC
ECK125135064	mhpR-lacI	TU	mhpR-lacI
ECK125135006	kdsC-lptCAB	TU	kdsC-lptCAB
ECK125135007	kdsC-lptCAB	TU	kdsC-lptCAB
